Data,Czas,Produkt,ISIN,Giełda referenc,Miejsce wykonania,Liczba,Kurs,,Wartość lokalna,,Wartość,,Kurs wymian,Opłata transakcyjna,,Razem,,Identyfikator zlecenia
18-08-2020,16:53,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1911.0000,USD,1911.00,USD,1598.51,EUR,1.1943,-0.50,EUR,1598.01,EUR,ead320ba-8af3-4b59-b0d4-c33f6f421777
18-08-2020,15:39,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1888.0000,USD,-1888.00,USD,-1578.86,EUR,1.1946,-0.50,EUR,-1579.36,EUR,51bea29d-d6ab-4cb5-ac2a-e3866a8efb00
12-08-2020,16:40,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1482.0000,USD,1482.00,USD,1254.06,EUR,1.1806,-0.50,EUR,1253.56,EUR,62094a8c-eb1e-43c6-91a5-c33ac2a27d3a
12-08-2020,15:30,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1469.9800,USD,1469.98,USD,1243.89,EUR,1.1806,-0.50,EUR,1243.39,EUR,8f593415-832a-4817-91fd-033d1280675a
12-08-2020,15:30,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1469.9800,USD,1469.98,USD,1243.89,EUR,1.1806,-0.50,EUR,1243.39,EUR,651d3906-02b8-42fb-aa27-70d391150769
11-08-2020,15:40,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1389.3400,USD,-1389.34,USD,-1180.81,EUR,1.1754,-0.50,EUR,-1181.31,EUR,9e964d27-c361-4073-a9e0-b256b922f4c9
10-08-2020,20:13,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1414.0000,USD,-1414.00,USD,-1203.40,EUR,1.1738,-0.50,EUR,-1203.90,EUR,7f5ef6fa-42b8-4d04-a19f-28fbaf23236d
10-08-2020,19:25,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1434.4500,USD,1434.45,USD,1217.95,EUR,1.1766,-0.50,EUR,1217.45,EUR,71faa679-4492-42d7-9e1c-cc42b1060f85
10-08-2020,16:50,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1400.0000,USD,-1400.00,USD,-1190.17,EUR,1.1751,-0.50,EUR,-1190.67,EUR,24a71a05-7e50-4dfe-861f-c2cd2990f14f
06-08-2020,19:58,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1501.3500,USD,1501.35,USD,1261.34,EUR,1.1891,-0.50,EUR,1260.84,EUR,fd2005f6-1956-43fe-b9a8-6a1c421cc465
03-08-2020,15:49,CD PROJEKT RED SA,PLOPTTC00011,WSE,,-1,418.0000,PLN,418.00,PLN,94.59,EUR,4.4192,-0.32,EUR,94.27,EUR,70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:39,MICROSOFT CORPORATION,US5949181045,NDQ,,-1,213.7600,USD,213.76,USD,182.32,EUR,1.1713,-0.50,EUR,181.82,EUR,9e9da7f4-5f4c-4052-a70d-ac6792accfca
31-07-2020,17:57,APPLE INC. - COMMON ST,US0378331005,NDQ,,-1,410.2200,USD,410.22,USD,346.39,EUR,1.1831,-0.50,EUR,345.89,EUR,bc949d56-de8e-4350-8160-862e1988e37d
31-07-2020,15:35,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,1,1480.0000,USD,-1480.00,USD,-1253.49,EUR,1.1795,-0.50,EUR,-1253.99,EUR,945728cb-41aa-46f6-8e39-ccd43deae1da
31-07-2020,15:30,APPLE INC. - COMMON ST,US0378331005,NDQ,,-1,411.5000,USD,411.50,USD,347.35,EUR,1.1835,-0.50,EUR,346.85,EUR,772c4f0f-36f0-4d65-a4aa-256c4dc1e5f9
30-07-2020,17:41,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1519.9700,USD,1519.97,USD,1287.72,EUR,1.1792,-0.50,EUR,1287.22,EUR,dd585103-b489-4a05-a43b-3a48be9a2ed0
30-07-2020,15:30,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,1,1500.0000,USD,-1500.00,USD,-1272.05,EUR,1.1780,-0.50,EUR,-1272.55,EUR,8e7918fa-f63e-4744-8786-2af509b90dda
29-07-2020,18:41,MICROSOFT CORPORATION,US5949181045,NDQ,,-2,203.6400,USD,407.28,USD,345.22,EUR,1.1786,-0.51,EUR,344.71,EUR,bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:40,APPLE INC. - COMMON ST,US0378331005,NDQ,,-1,377.4800,USD,377.48,USD,319.94,EUR,1.1787,-0.50,EUR,319.44,EUR,fdcb08bc-89b7-4510-9c7a-330c6e116be6
29-07-2020,16:51,APPLE INC. - COMMON ST,US0378331005,NDQ,,-1,378.3400,USD,378.34,USD,320.67,EUR,1.1787,-0.50,EUR,320.17,EUR,f840cc5d-a54a-45a4-bb6a-d9549560a20f
29-07-2020,16:48,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1521.4100,USD,1521.41,USD,1289.60,EUR,1.1786,-0.50,EUR,1289.10,EUR,2b84779e-5592-419f-9c05-7e7d3ea1a524
29-07-2020,16:02,MICROSOFT CORPORATION,US5949181045,NDQ,,-2,204.0000,USD,408.00,USD,346.25,EUR,1.1772,-0.51,EUR,345.74,EUR,416ab655-9361-49c4-a1bd-5be78e4c9b62
27-07-2020,19:41,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1475.0000,USD,1475.00,USD,1252.38,EUR,1.1766,-0.50,EUR,1251.88,EUR,68833daa-940e-429e-8717-4c107aed824b
27-07-2020,16:09,INTEL CORPORATION - CO,US4581401001,NDQ,,1,50.3600,USD,-50.36,USD,-42.83,EUR,1.1747,-0.50,EUR,-43.33,EUR,3490996c-1f21-4c16-ac73-2ed299d59c47
27-07-2020,16:07,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1465.6400,USD,-1465.64,USD,-1246.50,EUR,1.1746,-0.50,EUR,-1247.00,EUR,2d862850-74c6-469b-ad5e-3763c88b4374
27-07-2020,16:00,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1480.0000,USD,1480.00,USD,1256.10,EUR,1.1771,-0.50,EUR,1255.60,EUR,59a63759-c88a-4261-8898-c99061323e22
24-07-2020,17:15,MICROSOFT CORPORATION,US5949181045,NDQ,,1,202.0300,USD,-202.03,USD,-173.68,EUR,1.1620,-0.50,EUR,-174.18,EUR,7692fd16-73f6-4365-a635-9bf4f96bee44
24-07-2020,16:55,APPLE INC. - COMMON ST,US0378331005,NDQ,,1,367.7200,USD,-367.72,USD,-316.16,EUR,1.1619,-0.50,EUR,-316.66,EUR,8508d7f4-f949-4b04-acd7-22c4261d888c
24-07-2020,16:54,MICROSOFT CORPORATION,US5949181045,NDQ,,1,201.5100,USD,-201.51,USD,-173.21,EUR,1.1622,-0.50,EUR,-173.71,EUR,3b9b5ca8-9d06-44f0-91b6-8e6e3786da30
24-07-2020,15:30,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1416.0100,USD,-1416.01,USD,-1219.33,EUR,1.1601,-0.50,EUR,-1219.83,EUR,553da98c-78f5-4018-8cca-3c582e95bf9b
21-07-2020,19:28,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1587.0700,USD,1587.07,USD,1375.51,EUR,1.1527,-0.50,EUR,1375.01,EUR,0edd5b11-903f-49d8-9a3a-50bb4dfe4da2
21-07-2020,19:15,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1560.0000,USD,-1560.00,USD,-1354.64,EUR,1.1504,-0.50,EUR,-1355.14,EUR,5bcfff96-3ecf-4616-8a41-0684e7244c34
21-07-2020,17:58,PROCTER & GAMBLE COMPA,US7427181091,NSY,,3,125.8600,USD,-377.58,USD,-328.50,EUR,1.1483,-0.51,EUR,-329.01,EUR,6c4e9024-565f-430b-9fa2-0572319db01d
20-07-2020,20:48,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1621.0000,USD,1621.00,USD,1414.00,EUR,1.1452,-0.50,EUR,1413.50,EUR,5acbf22e-5665-454a-bf33-db04786e71d3
17-07-2020,17:30,MODERNA INC. - COMMON,US60770K1079,NDQ,,-2,89.0000,USD,178.00,USD,155.39,EUR,1.1443,-0.51,EUR,154.88,EUR,182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,13:21,CCC SA,PLCCC0000016,WSE,,-10,61.0000,PLN,610.00,PLN,136.11,EUR,4.4816,-0.34,EUR,135.77,EUR,8ebddeb4-d6eb-4480-a91d-4fe13dd3a1ea
16-07-2020,20:45,GENERAL ELECTRIC COMPA,US3696041033,NSY,,-5,7.0600,USD,35.30,USD,30.95,EUR,1.1393,-0.52,EUR,30.43,EUR,8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,16:23,APPLE INC. - COMMON ST,US0378331005,NDQ,,1,385.7900,USD,-385.79,USD,-337.46,EUR,1.1421,-0.50,EUR,-337.96,EUR,bb935158-57e8-4c89-8d0e-ba4bfb148045
16-07-2020,16:23,MICROSOFT CORPORATION,US5949181045,NDQ,,1,203.8800,USD,-203.88,USD,-178.34,EUR,1.1421,-0.50,EUR,-178.84,EUR,dd457b50-52b1-468d-aa85-c84a5588a181
15-07-2020,17:04,MODERNA INC. - COMMON,US60770K1079,NDQ,,3,82.8100,USD,-248.43,USD,-217.56,EUR,1.1408,-0.51,EUR,-218.07,EUR,b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,09:00,AGORA SA,PLAGORA00067,WSE,,-30,8.8600,PLN,265.80,PLN,59.45,EUR,4.4712,-0.27,EUR,59.18,EUR,150baff2-7577-49f4-a436-b2cee14b176b
14-07-2020,16:26,INOVIO PHARMACEUTICALS,US45773H2013,NDQ,,-4,24.8300,USD,99.32,USD,86.96,EUR,1.1410,-0.51,EUR,86.45,EUR,3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,15:31,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1529.7800,USD,-1529.78,USD,-1346.28,EUR,1.1352,-0.50,EUR,-1346.78,EUR,8d0842a6-820e-4a05-8c40-af828fad1fb7
14-07-2020,15:31,CD PROJEKT RED SA,PLOPTTC00011,WSE,,-1,356.2000,PLN,356.20,PLN,79.31,EUR,4.4912,-0.29,EUR,79.02,EUR,afb2795e-c2ac-497e-9fdf-cab074c69546
13-07-2020,21:55,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1480.0000,USD,-1480.00,USD,-1304.54,EUR,1.1334,-0.50,EUR,-1305.04,EUR,c512cbf9-308b-4ab2-a7b9-5dbc68cdc5a1
13-07-2020,15:30,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1659.0000,USD,1659.00,USD,1459.78,EUR,1.1353,-0.50,EUR,1459.28,EUR,ca7c139f-f4ce-4632-83e9-dd7904a5e8b4
13-07-2020,12:16,CD PROJEKT RED SA,PLOPTTC00011,WSE,,1,373.4000,PLN,-373.40,PLN,-83.62,EUR,4.4653,-0.30,EUR,-83.92,EUR,8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
09-07-2020,19:16,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1516.5500,USD,1516.55,USD,1340.35,EUR,1.1303,-0.50,EUR,1339.85,EUR,078c5d0a-a15d-4b41-ba13-cb7a4a02a650
09-07-2020,17:30,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,1,1503.2800,USD,-1503.28,USD,-1330.22,EUR,1.1290,-0.50,EUR,-1330.72,EUR,ec7a160c-85b6-4004-bccb-a6bc54c80189
09-07-2020,15:57,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1524.0400,USD,1524.04,USD,1342.69,EUR,1.1339,-0.50,EUR,1342.19,EUR,d1b503ff-30a6-4a68-83ee-9a5560991ba7
07-07-2020,20:57,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,1,1497.2800,USD,-1497.28,USD,-1326.67,EUR,1.1275,-0.50,EUR,-1327.17,EUR,fd398315-a2dd-48d2-b015-21ab46268eeb
07-07-2020,18:46,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,1,1509.9000,USD,-1509.90,USD,-1337.14,EUR,1.1281,-0.50,EUR,-1337.64,EUR,ee5b1eb8-aef1-472e-96f3-fadf89952a88
07-07-2020,18:10,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1401.0000,USD,-1401.00,USD,-1240.15,EUR,1.1286,-0.50,EUR,-1240.65,EUR,fc3f9abb-beb9-4be0-b0ec-d1168caa1716
07-07-2020,17:37,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1409.2100,USD,1409.21,USD,1244.71,EUR,1.1310,-0.50,EUR,1244.21,EUR,0d58ca0f-ba6f-4ae4-87dc-f35138728ab4
07-07-2020,17:33,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1407.0000,USD,-1407.00,USD,-1245.24,EUR,1.1288,-0.50,EUR,-1245.74,EUR,787b01a7-dca6-428c-9da2-029632608354
06-07-2020,16:34,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1494.2000,USD,1494.20,USD,1318.03,EUR,1.1325,-0.50,EUR,1317.53,EUR,907dcffe-72bd-48d5-b83d-de37aeca2a1d
06-07-2020,15:55,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1296.7000,USD,1296.70,USD,1142.00,EUR,1.1343,-0.50,EUR,1141.50,EUR,0b584447-b46a-43cf-b62a-27fbfeea3848
02-07-2020,21:17,ALPHABET INC. - CLASS A,US02079K3059,NDQ,,-1,1476.5900,USD,1476.59,USD,1311.53,EUR,1.1247,-0.50,EUR,1311.03,EUR,3035dd3a-8293-4bec-9c22-cbf79e493930
02-07-2020,17:41,TESLA MOTORS INC. - C,US88160R1014,NDQ,,1,1196.0000,USD,-1196.00,USD,-1063.96,EUR,1.1230,-0.50,EUR,-1064.46,EUR,0b14697b-ea4f-476d-ab91-42a262311786
30-06-2020,16:30,TESLA MOTORS INC. - C,US88160R1014,NDQ,,-1,1045.0000,USD,1045.00,USD,929.26,EUR,1.1234,-0.50,EUR,928.76,EUR,2b9604d8-cf5b-4ca0-920f-5308ae1a1f5f
23-06-2020,21:27,TESLA MOTORS INC. - C,US88160R1014,NDQ,ARCX,-1,999.0000,USD,999.00,USD,881.68,EUR,1.1319,-0.50,EUR,881.18,EUR,eaa20cf3-87e7-4bf7-bc7f-8b36a97254a7
23-06-2020,20:57,INOVIO PHARMACEUTICALS,US45773H2013,NDQ,SOHO,8,20.5800,USD,-164.64,USD,-145.52,EUR,1.1303,-0.53,EUR,-146.05,EUR,e64e5651-454f-4fa5-adcd-68a2f2951c28
23-06-2020,16:06,MICROSOFT CORPORATION,US5949181045,NDQ,CDED,2,202.1900,USD,-404.38,USD,-357.01,EUR,1.1316,-0.51,EUR,-357.52,EUR,e246b3ed-5cf4-4c37-b34a-3b7b8fa8496b
23-06-2020,16:02,TESLA MOTORS INC. - C,US88160R1014,NDQ,CDED,1,1004.4500,USD,-1004.45,USD,-886.31,EUR,1.1322,-0.50,EUR,-886.81,EUR,b5e79e0e-a4af-41f5-b9a7-9fb33f83fa97
23-06-2020,16:01,ALPHABET INC. - CLASS A,US02079K3059,NDQ,CDED,1,1450.0100,USD,-1450.01,USD,-1279.46,EUR,1.1322,-0.50,EUR,-1279.96,EUR,582d994a-6e2a-43f4-b2a9-d103470fa906
23-06-2020,15:59,CD PROJEKT RED SA,PLOPTTC00011,WSE,XWAR,2,400.6000,PLN,-801.20,PLN,-180.22,EUR,4.4457,-0.38,EUR,-180.60,EUR,7541e2b3-52d0-4d86-bec0-2b9b64d757e9
23-06-2020,15:59,APPLE INC. - COMMON ST,US0378331005,NDQ,CDED,2,364.9800,USD,-729.96,USD,-644.27,EUR,1.1319,-0.51,EUR,-644.78,EUR,b9d5efbd-bfc9-43c7-83a8-8bb0ba38b22d
23-06-2020,15:58,TESLA MOTORS INC. - C,US88160R1014,NDQ,CDED,1,1003.3700,USD,-1003.37,USD,-885.59,EUR,1.1319,-0.50,EUR,-886.09,EUR,c71afbcb-4686-4345-8271-385c054115b8
18-06-2020,16:00,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1440.0000,USD,-1440.00,USD,-1283.88,EUR,1.1205,-0.50,EUR,-1284.38,EUR,9607bd30-68a2-45c7-8dac-72d87c40c220
17-06-2020,20:45,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,-1,2649.3000,USD,2649.30,USD,2353.58,EUR,1.1245,-0.50,EUR,2353.08,EUR,b58a99f3-9634-45a5-a5e8-6efd56c1934e
17-06-2020,20:44,ALPHABET INC. - CLASS A,US02079K3059,NDQ,CDED,-1,1460.4300,USD,1460.43,USD,1297.30,EUR,1.1246,-0.50,EUR,1296.80,EUR,299e92cb-95dd-44f9-a69c-ccb5a7360cb6
16-06-2020,16:38,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,-1,223.7000,USD,223.70,USD,198.45,EUR,1.1261,-0.50,EUR,197.95,EUR,15b59844-a6ed-40da-a6eb-837f8f5e7c29
15-06-2020,20:15,TESLA MOTORS INC. - C,US88160R1014,NDQ,CDED,-1,977.1200,USD,977.12,USD,860.85,EUR,1.1339,-0.50,EUR,860.35,EUR,d2f5e3b8-8ae1-4142-a153-b027e66ff4b8
15-06-2020,15:39,TESLA MOTORS INC. - C,US88160R1014,NDQ,XNAS,1,921.0000,USD,-921.00,USD,-818.45,EUR,1.1242,-0.50,EUR,-818.95,EUR,7ceb3fc5-59bc-4be4-ae85-63d0ba523231
11-06-2020,16:00,TESLA MOTORS INC. - C,US88160R1014,NDQ,ARCX,-1,1000.0000,USD,1000.00,USD,877.21,EUR,1.1388,-0.50,EUR,876.71,EUR,9c3ba13f-780e-4fc2-8858-1f358ad34678
11-06-2020,15:32,TESLA MOTORS INC. - C,US88160R1014,NDQ,XNAS,1,988.0000,USD,-988.00,USD,-869.26,EUR,1.1355,-0.50,EUR,-869.76,EUR,f46f04fd-b59e-4838-a0ba-1486d86f4d52
11-06-2020,15:30,AMAZON.COM INC. - COM,US0231351067,NDQ,XNAS,1,2600.0000,USD,-2600.00,USD,-2287.32,EUR,1.1356,-0.50,EUR,-2287.82,EUR,ad91644e-6a4f-4f3d-be28-3e984dff5bbe
11-06-2020,15:30,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1440.0000,USD,-1440.00,USD,-1266.71,EUR,1.1357,-0.50,EUR,-1267.21,EUR,931fb349-71b7-457b-a68d-e0bf59a40436
10-06-2020,16:45,AMAZON.COM INC. - COM,US0231351067,NDQ,XNAS,-1,2661.0000,USD,2661.00,USD,2335.90,EUR,1.1380,-0.50,EUR,2335.40,EUR,a7ca07ed-2c6f-4476-9bc6-1c8cccbea17a
08-06-2020,19:53,AMAZON.COM INC. - COM,US0231351067,NDQ,SOHO,-1,2516.0000,USD,2516.00,USD,2222.89,EUR,1.1307,-0.50,EUR,2222.39,EUR,0190e1ac-3024-468f-87a3-f7ef18f84e8c
27-05-2020,15:33,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,1,2396.7400,USD,-2396.74,USD,-2178.26,EUR,1.0992,-0.50,EUR,-2178.76,EUR,7c07645c-3885-4a2e-b07b-9648909927d3
27-05-2020,15:32,APPLE INC. - COMMON ST,US0378331005,NDQ,CDED,-2,318.1000,USD,636.20,USD,577.10,EUR,1.1013,-0.51,EUR,576.59,EUR,dab130ba-aee7-451b-81c3-f987d46e6de2
26-05-2020,21:34,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1425.0000,USD,-1425.00,USD,-1296.28,EUR,1.0982,-0.50,EUR,-1296.78,EUR,8e28c78c-ddf6-4fe8-9fda-fa2b5ce56ab1
26-05-2020,17:52,ALPHABET INC. - CLASS A,US02079K3059,NDQ,ARCX,-1,1430.0000,USD,1430.00,USD,1300.36,EUR,1.0986,-0.50,EUR,1299.86,EUR,3a618ecf-4c2c-49b6-bf3b-ae632076cfec
22-05-2020,15:36,ALIBABA GROUP HOLDING,US01609W1027,NSY,XNYS,1,201.0000,USD,-201.00,USD,-184.47,EUR,1.0885,-0.50,EUR,-184.97,EUR,32201c5a-30df-4a9d-b6f2-2818d698b00d
21-05-2020,16:54,AMAZON.COM INC. - COM,US0231351067,NDQ,ARCX,1,2475.0000,USD,-2475.00,USD,-2259.45,EUR,1.0943,-0.50,EUR,-2259.95,EUR,c8a01a3c-22c3-4f52-b209-9a78465c510f
21-05-2020,16:04,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1401.0000,USD,-1401.00,USD,-1276.07,EUR,1.0968,-0.50,EUR,-1276.57,EUR,c28c96b5-8d23-4515-909e-e65d13ba5ee3
20-05-2020,18:45,ALIBABA GROUP HOLDING,US01609W1027,NSY,XNYS,1,211.0000,USD,-211.00,USD,-192.26,EUR,1.0964,-0.50,EUR,-192.76,EUR,8c0fe592-d250-4e4c-b8ec-2b04b4f32c65
20-05-2020,17:59,ALPHABET INC. - CLASS A,US02079K3059,NDQ,ARCX,-1,1410.0000,USD,1410.00,USD,1281.70,EUR,1.0990,-0.50,EUR,1281.20,EUR,d4b02b61-5bd8-4786-982d-72052263eba6
20-05-2020,15:36,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,-1,1391.1600,USD,1391.16,USD,1265.85,EUR,1.0979,-0.50,EUR,1265.35,EUR,4838bb38-a503-485e-a941-527eeedbe9c6
19-05-2020,18:19,MODERNA INC. - COMMON,US60770K1079,NDQ,XNAS,1,75.0000,USD,-75.00,USD,-68.59,EUR,1.0924,-0.50,EUR,-69.09,EUR,93ec332e-459f-4a44-9c7b-8223aa9db5b8
19-05-2020,16:50,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,-1,218.9300,USD,218.93,USD,199.76,EUR,1.0949,-0.50,EUR,199.26,EUR,2be48654-2f74-4e32-8d23-276bd735d945
19-05-2020,16:49,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,-1,2464.4500,USD,2464.45,USD,2248.20,EUR,1.0951,-0.50,EUR,2247.70,EUR,1e3f3e90-f4ed-4167-8c94-bedecf1bfad3
18-05-2020,17:22,ADOBE SYSTEMS INCORPOR,US00724F1012,NDQ,CDED,-1,375.2900,USD,375.29,USD,344.09,EUR,1.0896,-0.50,EUR,343.59,EUR,65201593-8dfa-4717-9709-99bdb5906ed9
18-05-2020,17:20,MODERNA INC. - COMMON,US60770K1079,NDQ,CDED,-1,82.6000,USD,82.60,USD,75.78,EUR,1.0889,-0.50,EUR,75.28,EUR,1f4207de-2110-4c2d-8c33-594205d09e97
18-05-2020,17:19,ALIBABA GROUP HOLDING,US01609W1027,NSY,SOHO,-1,213.4400,USD,213.44,USD,195.89,EUR,1.0885,-0.50,EUR,195.39,EUR,72ae69f3-ba05-4ad8-9bbf-fad48b6154ef
18-05-2020,17:18,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,SOHO,-1,192.8800,USD,192.88,USD,177.14,EUR,1.0878,-0.50,EUR,176.64,EUR,ceb30f79-08b5-4ef9-b68f-131fca49fe84
14-05-2020,17:07,MODERNA INC. - COMMON,US60770K1079,NDQ,CDED,1,62.8900,USD,-62.89,USD,-58.17,EUR,1.0801,-0.50,EUR,-58.67,EUR,0ed7850f-059e-4ef8-b970-097cb1a1a4ae
14-05-2020,17:07,ALPHABET INC. - CLASS A,US02079K3059,NDQ,CDED,1,1335.0900,USD,-1335.09,USD,-1234.82,EUR,1.0801,-0.50,EUR,-1235.32,EUR,28f8239f-52a8-47a4-af71-95248dd23690
11-05-2020,20:09,TESLA MOTORS INC. - C,US88160R1014,NDQ,ARCX,-1,812.0000,USD,812.00,USD,749.79,EUR,1.0819,-0.50,EUR,749.29,EUR,cbe13485-4099-410d-a9eb-1bc5fc5c4cda
11-05-2020,19:55,TESLA MOTORS INC. - C,US88160R1014,NDQ,SOHO,1,814.7890,USD,-814.79,USD,-753.67,EUR,1.0800,-0.50,EUR,-754.17,EUR,52637c5d-7f31-4702-a229-1d8820826f63
11-05-2020,16:05,APPLE INC. - COMMON ST,US0378331005,NDQ,CDED,2,310.4900,USD,-620.98,USD,-573.07,EUR,1.0825,-0.51,EUR,-573.58,EUR,548bdc45-b565-4633-a8b8-1c25cbbd2e2a
07-05-2020,18:41,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,1,195.6300,USD,-195.63,USD,-180.89,EUR,1.0804,-0.50,EUR,-181.39,EUR,f93c3084-09d0-4607-a0d1-429a352e3683
07-05-2020,18:14,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,CDED,-1,186.2100,USD,186.21,USD,172.01,EUR,1.0815,-0.50,EUR,171.51,EUR,731bd357-589f-4d33-a942-01e7e43b33dc
07-05-2020,17:05,ALPHABET INC. - CLASS A,US02079K3059,NDQ,ARCX,-1,1358.0000,USD,1358.00,USD,1257.34,EUR,1.0790,-0.50,EUR,1256.84,EUR,7e17f421-8536-412c-b8f3-3256a1f1fd4e
01-05-2020,15:30,AMAZON.COM INC. - COM,US0231351067,NDQ,XNAS,1,2335.8200,USD,-2335.82,USD,-2127.73,EUR,1.0967,-0.50,EUR,-2128.23,EUR,0278601b-7068-4c60-8faf-e409b2ba202f
30-04-2020,16:20,AMAZON.COM INC. - COM,US0231351067,NDQ,SOHO,-1,2437.0100,USD,2437.01,USD,2236.04,EUR,1.0888,-0.50,EUR,2235.54,EUR,9b91b181-e43a-4385-8dbe-f445bfe188ec
30-04-2020,15:31,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1333.3800,USD,-1333.38,USD,-1229.03,EUR,1.0838,-0.50,EUR,-1229.53,EUR,9b84d2a4-5029-4813-9e12-c9c367e40df5
29-04-2020,16:25,ALPHABET INC. - CLASS A,US02079K3059,NDQ,SOHO,-1,1349.0300,USD,1349.03,USD,1241.43,EUR,1.0856,-0.50,EUR,1240.93,EUR,4229bcd0-4547-48ad-9207-fd5112624ba8
28-04-2020,16:14,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1260.0000,USD,-1260.00,USD,-1161.50,EUR,1.0837,-0.50,EUR,-1162.00,EUR,5925f953-94db-4972-8810-ff9164595fba
28-04-2020,15:43,WALT DISNEY COMPANY (T,US2546871060,NSY,SOHO,-1,109.8500,USD,109.85,USD,100.96,EUR,1.0870,-0.50,EUR,100.46,EUR,e15ee052-2361-4132-b87c-c3a1ffad791a
28-04-2020,15:40,CD PROJEKT RED SA,PLOPTTC00011,WSE,XWAR,1,360.8000,PLN,-360.80,PLN,-79.36,EUR,4.5462,-0.29,EUR,-79.65,EUR,23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:31,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,1,2357.6200,USD,-2357.62,USD,-2169.72,EUR,1.0855,-0.50,EUR,-2170.22,EUR,e220251a-ed37-46b1-a010-54686bcf85bc
23-04-2020,16:28,AMAZON.COM INC. - COM,US0231351067,NDQ,ARCX,-1,2412.1300,USD,2412.13,USD,2222.00,EUR,1.0845,-0.50,EUR,2221.50,EUR,2310d11d-96bc-4584-a137-8d3af83000e3
22-04-2020,17:45,ALPHABET INC. - CLASS A,US02079K3059,NDQ,CDED,-1,1256.3800,USD,1256.38,USD,1157.77,EUR,1.0841,-0.50,EUR,1157.27,EUR,a5a06978-2a07-4469-a2a8-29fc27f2b806
21-04-2020,15:38,AMAZON.COM INC. - COM,US0231351067,NDQ,EDGX,1,2390.0000,USD,-2390.00,USD,-2206.22,EUR,1.0822,-0.50,EUR,-2206.72,EUR,1318cf05-79fb-42d9-bc65-72d55a77e62d
